name,brewery,location,type_rank,type_,rank,abv,score_orank,score,overall_rank,avg_and_pdev,avg_rating,pdev,reviews,ratings,status,date_added
Feierling Inselhopf,Hausbrauerei Feierling,Germany,Kellerbier / ZwickelbierRanked #1,Kellerbier / Zwickelbier,Ranked #1, 5%,"94Ranked #2,256",94,"Ranked #2,256",4.41 | pDev: 11.79%,4.41,11.79%,6,19,Active,"Aug 10, 2004"
Clausthaler Golden Amber,Binding-Brauerei AG,Germany,Low-Alcohol BeerRanked #68,Low-Alcohol Beer,Ranked #68, 0.3%,"76Ranked #27,608",76,"Ranked #27,608",3.28 | pDev: 18.9%,3.28,18.9%,55,92,Active,"May 21, 2001"
Leffe Blonde Blond 0.0%,Abbaye de Leffe S.A.,Belgium,Low-Alcohol BeerRanked #69,Low-Alcohol Beer,Ranked #69,Not listed,"80Ranked #26,278",80,"Ranked #26,278",3.3 | pDev: 25.76%,3.3,25.76%,6,14,Active,"Jun 07, 2019"
Pale,Partake Brewing,"Ontario, Canada",Low-Alcohol BeerRanked #70,Low-Alcohol Beer,Ranked #70, 0.3%,"77Ranked #27,458",77,"Ranked #27,458",3.23 | pDev: 19.5%,3.23,19.5%,22,36,Active,"Aug 20, 2018"
Ghost Walker,BrewDog,"Scotland, United Kingdom",Low-Alcohol BeerRanked #71,Low-Alcohol Beer,Ranked #71, 0.5%,"80Ranked #26,451",80,"Ranked #26,451",3.2 | pDev: 23.44%,3.2,23.44%,7,11,Active,"May 06, 2020"
Nastro Azzurro 0.0%,Birra Peroni Industriale S.p.A.,Italy,Low-Alcohol BeerRanked #72,Low-Alcohol Beer,Ranked #72,Not listed,"80Ranked #26,586",80,"Ranked #26,586",3.2 | pDev: 20.94%,3.2,20.94%,5,12,Active,"Apr 30, 2022"
IPNA,Lagunitas Brewing Company,"California, United States",Low-Alcohol BeerRanked #73,Low-Alcohol Beer,Ranked #73, 0.4%,"75Ranked #27,823",75,"Ranked #27,823",3.21 | pDev: 21.5%,3.21,21.5%,48,98,Active,"Dec 20, 2020"
Peanut Butter Dark,Bravus Brewing Company,"California, United States",Low-Alcohol BeerRanked #74,Low-Alcohol Beer,Ranked #74, 0.5%,"80Ranked #26,328",80,"Ranked #26,328",3.19 | pDev: 18.81%,3.19,18.81%,9,10,Active,"Jan 23, 2021"
Löwenbräu Alkoholfrei,Löwenbräu AG,Germany,Low-Alcohol BeerRanked #75,Low-Alcohol Beer,Ranked #75, 0.5%,"80Ranked #26,545",80,"Ranked #26,545",3.18 | pDev: 25.16%,3.18,25.16%,8,11,Active,"Nov 16, 2003"
Raspberry Gose,Bravus Brewing Company,"California, United States",Low-Alcohol BeerRanked #76,Low-Alcohol Beer,Ranked #76,Not listed,"79Ranked #26,876",79,"Ranked #26,876",3.18 | pDev: 19.18%,3.18,19.18%,10,14,Active,"Jun 13, 2020"
Franziskaner Alkoholfrei,Spaten-Franziskaner-Bräu,Germany,Low-Alcohol BeerRanked #77,Low-Alcohol Beer,Ranked #77, 0.5%,"77Ranked #27,547",77,"Ranked #27,547",3.18 | pDev: 24.53%,3.18,24.53%,9,31,Active,"Feb 09, 2012"
17 Mile Porter,Surreal Brewing Company,"California, United States",Low-Alcohol BeerRanked #78,Low-Alcohol Beer,Ranked #78, 0.5%,"78Ranked #27,171",78,"Ranked #27,171",3.16 | pDev: 25.95%,3.16,25.95%,14,17,Active,"Mar 31, 2019"
Heavenly Body Golden Wheat,WellBeing Brewing,"Missouri, United States",Low-Alcohol BeerRanked #79,Low-Alcohol Beer,Ranked #79, 0.2%,"77Ranked #27,509",77,"Ranked #27,509",3.15 | pDev: 17.14%,3.15,17.14%,17,25,Active,"Jan 28, 2019"
Birra Moretti Zero,Birra Moretti (Heineken),Italy,Low-Alcohol BeerRanked #80,Low-Alcohol Beer,Ranked #80, 0.05%,"79Ranked #26,835",79,"Ranked #26,835",3.11 | pDev: 19.94%,3.11,19.94%,2,11,Active,"Feb 03, 2012"
Nanny State,BrewDog,"Scotland, United Kingdom",Low-Alcohol BeerRanked #81,Low-Alcohol Beer,Ranked #81, 0.5%,"73Ranked #28,036",73,"Ranked #28,036",3.14 | pDev: 18.79%,3.14,18.79%,74,159,Active,"Nov 03, 2009"
Hefe-Weissbier Alkoholfrei,Paulaner Brauerei,Germany,Low-Alcohol BeerRanked #82,Low-Alcohol Beer,Ranked #82, 0.35%,"74Ranked #27,897",74,"Ranked #27,897",3.13 | pDev: 21.09%,3.13,21.09%,15,60,Active,"Jan 03, 2005"
Blonde,Partake Brewing,"Ontario, Canada",Low-Alcohol BeerRanked #83,Low-Alcohol Beer,Ranked #83, 0.3%,"77Ranked #27,336",77,"Ranked #27,336",3.07 | pDev: 12.7%,3.07,12.7%,9,15,Active,"Jul 31, 2019"
Blood Orange IPA,Bravus Brewing Company,"California, United States",Low-Alcohol BeerRanked #84,Low-Alcohol Beer,Ranked #84, 0.5%,"78Ranked #27,187",78,"Ranked #27,187",3.04 | pDev: 20.07%,3.04,20.07%,8,12,Active,"Jul 23, 2021"
Benediktiner Weissbier Alkoholfrei,Klosterbrauerei Ettal,Germany,Low-Alcohol BeerRanked #85,Low-Alcohol Beer,Ranked #85, 0.5%,"79Ranked #27,026",79,"Ranked #27,026",3.02 | pDev: 30.79%,3.02,30.79%,3,10,Active,"Jan 12, 2016"
Stella Artois NA,Stella Artois,Belgium,Low-Alcohol BeerRanked #86,Low-Alcohol Beer,Ranked #86, 0.5%,"79Ranked #27,057",79,"Ranked #27,057",3.01 | pDev: 29.9%,3.01,29.9%,3,10,Active,"Nov 25, 2007"
IPA,Partake Brewing,"Ontario, Canada",Low-Alcohol BeerRanked #87,Low-Alcohol Beer,Ranked #87, 0.3%,"75Ranked #27,795",75,"Ranked #27,795",3.06 | pDev: 21.57%,3.06,21.57%,15,27,Active,"Apr 14, 2018"
Jever Fun,Friesisches Brauhaus zu Jever,Germany,Low-Alcohol BeerRanked #88,Low-Alcohol Beer,Ranked #88, 0.45%,"76Ranked #27,583",76,"Ranked #27,583",3 | pDev: 24.67%,3,24.67%,5,16,Active,"Mar 01, 2005"
Brauherren Alkoholfrei,Einbecker Brauhaus,Germany,Low-Alcohol BeerRanked #89,Low-Alcohol Beer,Ranked #89, 0.5%,"74Ranked #27,958",74,"Ranked #27,958",3.01 | pDev: 28.9%,3.01,28.9%,14,33,Active,"Nov 03, 2007"
Coors Edge,Coors Brewing Company (Molson-Coors),"Colorado, United States",Low-Alcohol BeerRanked #90,Low-Alcohol Beer,Ranked #90, 0.5%,"73Ranked #28,044",73,"Ranked #28,044",3.02 | pDev: 26.82%,3.02,26.82%,23,44,Active,"Nov 21, 2019"
Budweiser Zero,Anheuser-Busch,"Missouri, United States",Low-Alcohol BeerRanked #91,Low-Alcohol Beer,Ranked #91, 0.5%,"73Ranked #28,094",73,"Ranked #28,094",3 | pDev: 21.67%,3,21.67%,29,48,Active,"Sep 30, 2019"
Erdinger Weissbier Alkoholfrei (Non-Alcoholic),Erdinger Weissbräu,Germany,Low-Alcohol BeerRanked #92,Low-Alcohol Beer,Ranked #92, 0.5%,"71Ranked #28,255",71,"Ranked #28,255",3.02 | pDev: 23.51%,3.02,23.51%,77,178,Active,"Nov 20, 2002"
Labatt Blue Non-Alcoholic,Labatt Brewing Company Ltd.,"Ontario, Canada",Low-Alcohol BeerRanked #93,Low-Alcohol Beer,Ranked #93, 0.5%,"73Ranked #28,067",73,"Ranked #28,067",2.97 | pDev: 37.71%,2.97,37.71%,22,36,Active,"Aug 31, 2010"
Grolsch Non-Alcoholic,Grolsch Bierbrouwerij N.V.,Netherlands,Low-Alcohol BeerRanked #94,Low-Alcohol Beer,Ranked #94,Not listed,"75Ranked #27,765",75,"Ranked #27,765",2.84 | pDev: 27.11%,2.84,27.11%,5,13,Active,"Jan 09, 2013"
Tap 3: Mein Alkoholfrei,Schneider Weisse G. Schneider & Sohn,Germany,Low-Alcohol BeerRanked #95,Low-Alcohol Beer,Ranked #95, 0.5%,"72Ranked #28,192",72,"Ranked #28,192",2.93 | pDev: 23.55%,2.93,23.55%,13,45,Active,"Mar 01, 2007"
Bavaria 0.0 Apple,Swinkels Family Brewers,Netherlands,Low-Alcohol BeerRanked #96,Low-Alcohol Beer,Ranked #96,Not listed,"75Ranked #27,761",75,"Ranked #27,761",2.76 | pDev: 25%,2.76,25%,2,11,Active,"Apr 10, 2014"
Heineken 0.0,Heineken Nederland B.V.,Netherlands,Low-Alcohol BeerRanked #97,Low-Alcohol Beer,Ranked #97, 0.05%,"70Ranked #28,354",70,"Ranked #28,354",2.95 | pDev: 27.12%,2.95,27.12%,73,156,Active,"Apr 12, 2017"
Clausthaler Original (Non-Alcoholic/Alkoholfrei),Binding-Brauerei AG,Germany,Low-Alcohol BeerRanked #98,Low-Alcohol Beer,Ranked #98, 0.5%,"69Ranked #28,381",69,"Ranked #28,381",2.95 | pDev: 26.1%,2.95,26.1%,142,257,Active,"Nov 01, 2002"
"Estrella Galicia 0,0%","Hijos De Rivera, S.A.",Spain,Low-Alcohol BeerRanked #99,Low-Alcohol Beer,Ranked #99, 0.01%,"72Ranked #28,103",72,"Ranked #28,103",2.84 | pDev: 28.17%,2.84,28.17%,10,24,Active,"Oct 03, 2014"
All-Free,Suntory,Japan,Low-Alcohol BeerRanked #100,Low-Alcohol Beer,Ranked #100,Not listed,"74Ranked #27,985",74,"Ranked #27,985",2.74 | pDev: 29.93%,2.74,29.93%,11,15,Active,"May 10, 2015"
Picture If You Will...,Bottle Logic Brewing,"California, United States",Pumpkin BeerRanked #1,Pumpkin Beer,Ranked #1, 11.8%,"96Ranked #1,207",96,"Ranked #1,207",4.33 | pDev: 8.08%,4.33,8.08%,34,161,Active,"Oct 05, 2015"
Imperial Pumpkin - Bourbon Barrel,Alewerks Brewing Company,"Virginia, United States",Pumpkin BeerRanked #2,Pumpkin Beer,Ranked #2, 9.4%,"96Ranked #1,116",96,"Ranked #1,116",4.43 | pDev: 7.22%,4.43,7.22%,16,35,Active,"Oct 23, 2015"
Pumpkinator,Saint Arnold Brewing Company,"Texas, United States",Pumpkin BeerRanked #3,Pumpkin Beer,Ranked #3, 10%,"95Ranked #1,546",95,"Ranked #1,546",4.28 | pDev: 12.15%,4.28,12.15%,176,"1,027",Active,"Oct 14, 2011"
The Spice Must Flow,Bottle Logic Brewing,"California, United States",Pumpkin BeerRanked #4,Pumpkin Beer,Ranked #4, 11.9%,"95Ranked #1,472",95,"Ranked #1,472",4.34 | pDev: 6.68%,4.34,6.68%,11,66,Active,"Sep 08, 2017"
Good Gourd,Cigar City Brewing,"Florida, United States",Pumpkin BeerRanked #5,Pumpkin Beer,Ranked #5, 8.8%,"95Ranked #1,810",95,"Ranked #1,810",4.26 | pDev: 10.8%,4.26,10.8%,291,"1,563",Active,"Jan 03, 2009"
Pumpkinator (Bourbon Barrel Aged),Saint Arnold Brewing Company,"Texas, United States",Pumpkin BeerRanked #6,Pumpkin Beer,Ranked #6, 12.5%,"94Ranked #2,001",94,"Ranked #2,001",4.29 | pDev: 11.89%,4.29,11.89%,28,82,Active,"Oct 06, 2014"
Basic Becky,Prairie Artisan Ales,"Oklahoma, United States",Pumpkin BeerRanked #7,Pumpkin Beer,Ranked #7, 11%,"94Ranked #2,494",94,"Ranked #2,494",4.24 | pDev: 6.6%,4.24,6.6%,47,160,Active,"Sep 05, 2019"
Pumpkin Ale,Selin's Grove Brewing Company,"Pennsylvania, United States",Pumpkin BeerRanked #8,Pumpkin Beer,Ranked #8, 5.6%,"94Ranked #2,717",94,"Ranked #2,717",4.25 | pDev: 12.94%,4.25,12.94%,33,77,Active,"Oct 29, 2007"
Pumpkin Ale,The Schlafly Tap Room,"Missouri, United States",Pumpkin BeerRanked #9,Pumpkin Beer,Ranked #9, 8%,"93Ranked #2,951",93,"Ranked #2,951",4.2 | pDev: 11.67%,4.2,11.67%,660,"2,510",Active,"Sep 16, 2006"
Basic Rebecca,Prairie Artisan Ales,"Oklahoma, United States",Pumpkin BeerRanked #10,Pumpkin Beer,Ranked #10, 13.6%,"94Ranked #2,879",94,"Ranked #2,879",4.27 | pDev: 6.79%,4.27,6.79%,18,45,Active,"Aug 30, 2022"
Ghoulschip,Allagash Brewing Company,"Maine, United States",Pumpkin BeerRanked #11,Pumpkin Beer,Ranked #11, 6.9%,"93Ranked #3,360",93,"Ranked #3,360",4.19 | pDev: 10.26%,4.19,10.26%,85,326,Active,"Sep 25, 2010"
Pumpkin Ale,Alewerks Brewing Company,"Virginia, United States",Pumpkin BeerRanked #12,Pumpkin Beer,Ranked #12, 7.3%,"93Ranked #4,143",93,"Ranked #4,143",4.16 | pDev: 11.06%,4.16,11.06%,156,562,Active,"Sep 19, 2009"
Pumpkin Ale,The Bier Brewery,"Indiana, United States",Pumpkin BeerRanked #13,Pumpkin Beer,Ranked #13, 5.4%,"93Ranked #3,690",93,"Ranked #3,690",4.28 | pDev: 7.94%,4.28,7.94%,4,25,Active,"Oct 23, 2012"
Pumpkin Ale,Whole Hog Beer,"Wisconsin, United States",Pumpkin BeerRanked #14,Pumpkin Beer,Ranked #14, 7%,"92Ranked #4,763",92,"Ranked #4,763",4.14 | pDev: 12.08%,4.14,12.08%,188,798,Active,"Sep 01, 2009"
Punkuccino,Elysian Brewing Company,"Washington, United States",Pumpkin BeerRanked #15,Pumpkin Beer,Ranked #15, 6%,"92Ranked #4,764",92,"Ranked #4,764",4.14 | pDev: 9.42%,4.14,9.42%,174,747,Active,"Oct 24, 2013"
Headless Heron,Central Waters Brewing Co.,"Wisconsin, United States",Pumpkin BeerRanked #16,Pumpkin Beer,Ranked #16, 8.5%,"92Ranked #4,845",92,"Ranked #4,845",4.14 | pDev: 8.45%,4.14,8.45%,79,399,Active,"Sep 25, 2014"
The Great Pumpkin,Elysian Brewing Company,"Washington, United States",Pumpkin BeerRanked #17,Pumpkin Beer,Ranked #17, 8.4%,"92Ranked #5,465",92,"Ranked #5,465",4.12 | pDev: 10.68%,4.12,10.68%,256,873,Active,"Oct 24, 2006"
Brandy Barrel-Aged Imperial Pumpkin Ale,"Lakefront Brewery, Inc.","Wisconsin, United States",Pumpkin BeerRanked #18,Pumpkin Beer,Ranked #18, 10.7%,"92Ranked #5,640",92,"Ranked #5,640",4.12 | pDev: 9.71%,4.12,9.71%,67,298,Active,"Sep 17, 2014"
Full Grown Jack,Tupps Brewery,"Texas, United States",Pumpkin BeerRanked #19,Pumpkin Beer,Ranked #19, 12.1%,"92Ranked #5,299",92,"Ranked #5,299",4.18 | pDev: 6.22%,4.18,6.22%,12,39,Active,"Oct 08, 2017"
Bourbon Barrel-Aged Imperial Pumpkin Ale,Thirsty Dog Brewing Company,"Ohio, United States",Pumpkin BeerRanked #20,Pumpkin Beer,Ranked #20, 12%,"92Ranked #5,191",92,"Ranked #5,191",4.21 | pDev: 7.36%,4.21,7.36%,8,27,Active,"Sep 30, 2015"
Gordo,Clown Shoes,"Massachusetts, United States",Pumpkin BeerRanked #21,Pumpkin Beer,Ranked #21, 10%,"91Ranked #6,163",91,"Ranked #6,163",4.14 | pDev: 8.45%,4.14,8.45%,25,50,Active,"Jun 28, 2019"
All Hallows Ale,Kuhnhenn Brewing Company,"Michigan, United States",Pumpkin BeerRanked #22,Pumpkin Beer,Ranked #22, 7%,"91Ranked #6,458",91,"Ranked #6,458",4.12 | pDev: 14.56%,4.12,14.56%,29,71,Active,"Nov 02, 2003"
Bourbon Imperial Screamin' Pumpkin,Griffin Claw Brewing Company,"Michigan, United States",Pumpkin BeerRanked #23,Pumpkin Beer,Ranked #23, 9%,"91Ranked #6,737",91,"Ranked #6,737",4.1 | pDev: 13.66%,4.1,13.66%,18,139,Active,"Sep 25, 2014"
Rumpkin,Avery Brewing Company,"Colorado, United States",Pumpkin BeerRanked #24,Pumpkin Beer,Ranked #24, 16.3%,"91Ranked #7,054",91,"Ranked #7,054",4.08 | pDev: 13.24%,4.08,13.24%,354,"1,526",Active,"Oct 09, 2010"
Headless Wylie,Rivertowne Brewing,"Pennsylvania, United States",Pumpkin BeerRanked #25,Pumpkin Beer,Ranked #25, 8%,"91Ranked #6,950",91,"Ranked #6,950",4.1 | pDev: 10%,4.1,10%,26,102,Active,"Sep 27, 2012"
Javalantern Cream Stout,Haw River Farmhouse Ales,"North Carolina, United States",Pumpkin BeerRanked #26,Pumpkin Beer,Ranked #26, 8.2%,"91Ranked #6,654",91,"Ranked #6,654",4.19 | pDev: 3.82%,4.19,3.82%,8,19,Active,"Oct 12, 2015"
Kickin' Knowledge (Pumpkin),Barrier Brewing Company,"New York, United States",Pumpkin BeerRanked #27,Pumpkin Beer,Ranked #27, 7%,"91Ranked #7,258",91,"Ranked #7,258",4.15 | pDev: 7.71%,4.15,7.71%,10,24,Active,"Sep 26, 2019"
Pumking,Southern Tier Brewing Company,"New York, United States",Pumpkin BeerRanked #28,Pumpkin Beer,Ranked #28, 8.6%,"90Ranked #8,335",90,"Ranked #8,335",4.05 | pDev: 16.79%,4.05,16.79%,"2,075","7,919",Active,"Aug 26, 2007"
Gourd Rocker Imperial Porter,Double Barley Brewing,"North Carolina, United States",Pumpkin BeerRanked #29,Pumpkin Beer,Ranked #29, 9.4%,"90Ranked #8,363",90,"Ranked #8,363",4.09 | pDev: 7.09%,4.09,7.09%,11,38,Active,"Sep 27, 2014"
Pumpkin Stiltskin,Big Top Brewing Company,"Florida, United States",Pumpkin BeerRanked #30,Pumpkin Beer,Ranked #30, 8.9%,"90Ranked #8,518",90,"Ranked #8,518",4.11 | pDev: 8.52%,4.11,8.52%,7,24,Active,"Feb 09, 2016"
Punkless Dunkel,Neshaminy Creek Brewing Company,"Pennsylvania, United States",Pumpkin BeerRanked #31,Pumpkin Beer,Ranked #31, 8.8%,"90Ranked #9,580",90,"Ranked #9,580",4.03 | pDev: 9.68%,4.03,9.68%,46,186,Active,"Sep 12, 2013"
Pumking - Rum Barrel Aged,Southern Tier Brewing Company,"New York, United States",Pumpkin BeerRanked #32,Pumpkin Beer,Ranked #32, 13.4%,"90Ranked #9,840",90,"Ranked #9,840",4.02 | pDev: 12.44%,4.02,12.44%,134,563,Active,"Nov 03, 2014"
The Great Punkin' Spice,Pontoon Brewing Company,"Georgia, United States",Pumpkin BeerRanked #33,Pumpkin Beer,Ranked #33, 8%,"90Ranked #8,840",90,"Ranked #8,840",4.16 | pDev: 9.38%,4.16,9.38%,6,12,Active,"Oct 30, 2020"
Pumking - Nitro,Southern Tier Brewing Company,"New York, United States",Pumpkin BeerRanked #34,Pumpkin Beer,Ranked #34, 8.6%,"90Ranked #10,632",90,"Ranked #10,632",4.01 | pDev: 10.22%,4.01,10.22%,51,131,Active,"Sep 27, 2019"
Farmhouse Pumpkin,Hardywood Park Craft Brewery,"Virginia, United States",Pumpkin BeerRanked #35,Pumpkin Beer,Ranked #35, 8.5%,"89Ranked #10,864",89,"Ranked #10,864",4 | pDev: 11%,4,11%,59,298,Active,"Nov 12, 2011"
Warlock,Southern Tier Brewing Company,"New York, United States",Pumpkin BeerRanked #36,Pumpkin Beer,Ranked #36, 8.6%,"89Ranked #11,206",89,"Ranked #11,206",3.99 | pDev: 13.28%,3.99,13.28%,504,"3,333",Active,"Sep 19, 2013"
Spooky Hollow,Copper Kettle Brewing Company,"Colorado, United States",Pumpkin BeerRanked #37,Pumpkin Beer,Ranked #37, 9.2%,"90Ranked #10,204",90,"Ranked #10,204",4.08 | pDev: 8.33%,4.08,8.33%,4,17,Active,"Sep 26, 2019"
The Headless Gourdsman,Founders Brewing Company,"Michigan, United States",Pumpkin BeerRanked #38,Pumpkin Beer,Ranked #38, 13.1%,"89Ranked #10,771",89,"Ranked #10,771",4.03 | pDev: 9.68%,4.03,9.68%,15,33,Active,"Mar 08, 2023"
Pumking - Caramel,Southern Tier Brewing Company,"New York, United States",Pumpkin BeerRanked #39,Pumpkin Beer,Ranked #39, 8.6%,"89Ranked #11,238",89,"Ranked #11,238",3.99 | pDev: 9.27%,3.99,9.27%,30,87,Active,"Aug 07, 2023"
Scythe,The Drowned Lands,"New York, United States",Pumpkin BeerRanked #40,Pumpkin Beer,Ranked #40, 5.7%,"90Ranked #10,225",90,"Ranked #10,225",4.1 | pDev: 4.39%,4.1,4.39%,4,13,Active,"Oct 21, 2020"
Late Night Pumpkin Ale,North Country Brewing,"Pennsylvania, United States",Pumpkin BeerRanked #41,Pumpkin Beer,Ranked #41, 6.1%,"89Ranked #10,962",89,"Ranked #10,962",4.02 | pDev: 10.2%,4.02,10.2%,8,39,Active,"Oct 31, 2006"
Pumpkinville Latte - Whiskey Barrel Aged,Ellicottville Brewing Co.,"New York, United States",Pumpkin BeerRanked #42,Pumpkin Beer,Ranked #42, 6.5%,"90Ranked #10,125",90,"Ranked #10,125",4.13 | pDev: 4.36%,4.13,4.36%,7,10,Active,"Aug 15, 2021"
Screamin' Pumpkin,Griffin Claw Brewing Company,"Michigan, United States",Pumpkin BeerRanked #43,Pumpkin Beer,Ranked #43, 5%,"89Ranked #11,871",89,"Ranked #11,871",3.98 | pDev: 9.3%,3.98,9.3%,35,190,Active,"Sep 14, 2013"
Jonah's Relief,Save The World Brewing Company,"Texas, United States",Pumpkin BeerRanked #44,Pumpkin Beer,Ranked #44, 8.2%,"90Ranked #10,405",90,"Ranked #10,405",4.12 | pDev: 9.95%,4.12,9.95%,4,10,Active,"Sep 13, 2016"
Corpo Seco,Wayfinder Beer,"Oregon, United States",Pumpkin BeerRanked #45,Pumpkin Beer,Ranked #45, 6.5%,"90Ranked #10,392",90,"Ranked #10,392",4.12 | pDev: 5.34%,4.12,5.34%,6,10,Active,"Oct 08, 2021"
Imperial Pumpkin Ale,Dangerous Man Brewing,"Minnesota, United States",Pumpkin BeerRanked #46,Pumpkin Beer,Ranked #46, 8.3%,"89Ranked #10,963",89,"Ranked #10,963",4.05 | pDev: 7.41%,4.05,7.41%,4,18,Active,"Oct 21, 2013"
Pumpkin Disorderly,Vintage Brewing Company,"Wisconsin, United States",Pumpkin BeerRanked #47,Pumpkin Beer,Ranked #47, 7%,"89Ranked #11,514",89,"Ranked #11,514",4.01 | pDev: 14.46%,4.01,14.46%,6,33,Active,"Nov 12, 2010"
Imperial Pumpkin,2SP Brewing Company,"Pennsylvania, United States",Pumpkin BeerRanked #48,Pumpkin Beer,Ranked #48, 9%,"89Ranked #10,817",89,"Ranked #10,817",4.1 | pDev: 8.29%,4.1,8.29%,3,10,Active,"Aug 18, 2015"
Pumking - Cold Brew Coffee Nitro,Southern Tier Brewing Company,"New York, United States",Pumpkin BeerRanked #49,Pumpkin Beer,Ranked #49, 8.6%,"89Ranked #12,225",89,"Ranked #12,225",3.98 | pDev: 13.07%,3.98,13.07%,27,66,Active,"Aug 20, 2021"
Pumpkin PieScraper,Night Shift Brewing,"Massachusetts, United States",Pumpkin BeerRanked #50,Pumpkin Beer,Ranked #50, 6%,"89Ranked #11,613",89,"Ranked #11,613",4.03 | pDev: 8.19%,4.03,8.19%,6,18,Active,"Sep 19, 2021"
Pappy's Pumpkin Pie Ale,Hardywood Park Craft Brewery,"Virginia, United States",Pumpkin BeerRanked #51,Pumpkin Beer,Ranked #51, 8.5%,"89Ranked #11,719",89,"Ranked #11,719",4.04 | pDev: 5.69%,4.04,5.69%,1,14,Active,"May 19, 2020"
Night Owl Pumpkin Ale,Elysian Brewing Company,"Washington, United States",Pumpkin BeerRanked #52,Pumpkin Beer,Ranked #52, 6.7%,"88Ranked #13,150",88,"Ranked #13,150",3.95 | pDev: 11.9%,3.95,11.9%,497,"1,596",Active,"Nov 11, 2002"
Paranormal Imperial Pumpkin Ale,Flying Monkeys Craft Brewery,"Ontario, Canada",Pumpkin BeerRanked #53,Pumpkin Beer,Ranked #53, 10%,"88Ranked #13,427",88,"Ranked #13,427",3.95 | pDev: 13.92%,3.95,13.92%,42,107,Active,"Oct 02, 2014"
Gourd's Gone Wild,Tampa Bay Brewing Co.,"Florida, United States",Pumpkin BeerRanked #54,Pumpkin Beer,Ranked #54, 5.5%,"88Ranked #13,146",88,"Ranked #13,146",3.96 | pDev: 13.64%,3.96,13.64%,16,54,Active,"Sep 14, 2014"
Gordgeous,NoDa Brewing Company,"North Carolina, United States",Pumpkin BeerRanked #55,Pumpkin Beer,Ranked #55, 6.4%,"88Ranked #13,469",88,"Ranked #13,469",3.95 | pDev: 8.61%,3.95,8.61%,17,86,Active,"Nov 21, 2012"
Pope’s Imperial Pumpkin Ale,Millersburg Brewing Company,"Ohio, United States",Pumpkin BeerRanked #56,Pumpkin Beer,Ranked #56, 9%,"89Ranked #12,774",89,"Ranked #12,774",3.99 | pDev: 7.77%,3.99,7.77%,6,20,Active,"Nov 13, 2013"
Pumpkin Ale,2 Silos Brewing Co,"Virginia, United States",Pumpkin BeerRanked #57,Pumpkin Beer,Ranked #57, 7%,"89Ranked #12,519",89,"Ranked #12,519",4.02 | pDev: 4.73%,4.02,4.73%,7,12,Active,"Sep 14, 2018"
The Great Pumpkin,Rohrbach Brewing Company (Brewpub),"New York, United States",Pumpkin BeerRanked #58,Pumpkin Beer,Ranked #58, 8.4%,"89Ranked #12,685",89,"Ranked #12,685",4.01 | pDev: 11.22%,4.01,11.22%,6,13,Active,"Oct 27, 2003"
Dark O' The Moon,Elysian Brewing Company,"Washington, United States",Pumpkin BeerRanked #59,Pumpkin Beer,Ranked #59, 7.5%,"88Ranked #14,201",88,"Ranked #14,201",3.93 | pDev: 10.94%,3.93,10.94%,226,787,Active,"Nov 06, 2007"
Maple Mistress,Saucony Creek Brewing Company + Gastropub,"Pennsylvania, United States",Pumpkin BeerRanked #60,Pumpkin Beer,Ranked #60, 9.5%,"88Ranked #14,211",88,"Ranked #14,211",3.93 | pDev: 13.23%,3.93,13.23%,102,546,Active,"Aug 19, 2013"
Ill Repute,4 Hands Brewing Co.,"Missouri, United States",Pumpkin BeerRanked #61,Pumpkin Beer,Ranked #61, 8.5%,"88Ranked #13,795",88,"Ranked #13,795",3.95 | pDev: 8.1%,3.95,8.1%,10,34,Active,"Oct 21, 2014"
Punkin Ale,Dogfish Head Craft Brewery,"Delaware, United States",Pumpkin BeerRanked #62,Pumpkin Beer,Ranked #62, 7%,"88Ranked #14,714",88,"Ranked #14,714",3.92 | pDev: 12.76%,3.92,12.76%,"2,237","6,940",Active,"Sep 26, 2002"
Table Talk Pumpkin Pie Ale,Wormtown Brewery,"Massachusetts, United States",Pumpkin BeerRanked #63,Pumpkin Beer,Ranked #63, 6.6%,"88Ranked #13,644",88,"Ranked #13,644",3.96 | pDev: 5.81%,3.96,5.81%,9,23,Active,"Nov 24, 2016"
Graveyard Smash,Sand City Brewing Co. - North,"New York, United States",Pumpkin BeerRanked #64,Pumpkin Beer,Ranked #64, 7.2%,"88Ranked #13,800",88,"Ranked #13,800",3.96 | pDev: 8.08%,3.96,8.08%,4,19,Active,"Sep 22, 2018"
Harvest Ale,Frog Alley Brewing Co.,"New York, United States",Pumpkin BeerRanked #65,Pumpkin Beer,Ranked #65, 7%,"88Ranked #13,320",88,"Ranked #13,320",4 | pDev: 7%,4,7%,3,10,Active,"Sep 26, 2020"
The Great’ER Pumpkin,Heavy Seas Beer,"Maryland, United States",Pumpkin BeerRanked #66,Pumpkin Beer,Ranked #66, 10%,"88Ranked #15,246",88,"Ranked #15,246",3.91 | pDev: 12.79%,3.91,12.79%,264,838,Active,"Jul 28, 2010"
Jack.,Tilted Barn Brewery,"Rhode Island, United States",Pumpkin BeerRanked #67,Pumpkin Beer,Ranked #67, 6%,"88Ranked #13,704",88,"Ranked #13,704",3.98 | pDev: 9.55%,3.98,9.55%,1,11,Active,"Nov 21, 2014"
