name,brewery,location,type_rank,type_,rank,abv,score_orank,score,overall_rank,avg_and_pdev,avg_rating,pdev,reviews,ratings,status,date_added
Cael & Crede Ale,Carrig Brewing Co.,Ireland,Irish Red AleRanked #7,Irish Red Ale,Ranked #7, 6.5%,"87Ranked #16,505",87,"Ranked #16,505",3.88 | pDev: 13.14%,3.88,13.14%,17,37,Active,"Jun 13, 2017"
Red Rocks Red,Rock Bottom Restaurant & Brewery,United States,Irish Red Ale,Irish Red Ale,Na, 5.2%,78,78,Na,3.27 | pDev: 14.68%,3.27,14.68%,12,37,Active,"Jul 17, 2006"
St. Fatty's Irish Red Ale,Fat Head's Brewery & Saloon,"Ohio, United States",Irish Red AleRanked #21,Irish Red Ale,Ranked #21, 4.8%,"86Ranked #19,506",86,"Ranked #19,506",3.8 | pDev: 8.68%,3.8,8.68%,17,36,Active,"Mar 15, 2010"
Ryerish Red,Cycle Brewing,"Florida, United States",Irish Red Ale,Irish Red Ale,Na, 5%,83,83,Na,3.62 | pDev: 8.29%,3.62,8.29%,5,36,Active,"Jan 21, 2013"
Irish Style Ale,Dick's Brewing Company,"Washington, United States",Irish Red Ale,Irish Red Ale,Na, 5.2%,83,83,Na,3.61 | pDev: 10.8%,3.61,10.8%,22,35,Active,"Sep 10, 2003"
REDCON,Comrade Brewing Company,"Colorado, United States",Irish Red AleRanked #48,Irish Red Ale,Ranked #48, 6%,"84Ranked #22,331",84,"Ranked #22,331",3.7 | pDev: 10%,3.7,10%,5,34,Active,"Apr 23, 2014"
Irish Red Ale,Foothills Brewing Company - Downtown Brewpub,"North Carolina, United States",Irish Red Ale,Irish Red Ale,Na, 4.7%,85,85,Na,3.71 | pDev: 14.02%,3.71,14.02%,13,34,Active,"Mar 28, 2007"
Reissdorf Kölsch,Brauerei Heinrich Reissdorf,Germany,KölschRanked #37,Kölsch,Ranked #37, 4.8%,"87Ranked #16,733",87,"Ranked #16,733",3.88 | pDev: 11.6%,3.88,11.6%,689,"1,491",Active,"Nov 15, 2001"
Summertime,Goose Island Beer Co.,"Illinois, United States",KölschRanked #231,Kölsch,Ranked #231, 5%,"79Ranked #26,837",79,"Ranked #26,837",3.48 | pDev: 13.22%,3.48,13.22%,548,"1,476",Active,"Aug 08, 2001"
California Kölsch,Ballast Point Brewing Company,"California, United States",KölschRanked #212,Kölsch,Ranked #212, 5.2%,"81Ranked #26,220",81,"Ranked #26,220",3.55 | pDev: 13.52%,3.55,13.52%,436,"1,401",Active,"Dec 26, 2001"
Gaffel Kölsch,Privatbrauerei Gaffel Becker & Co.,Germany,KölschRanked #140,Kölsch,Ranked #140, 4.8%,"84Ranked #23,531",84,"Ranked #23,531",3.7 | pDev: 12.43%,3.7,12.43%,469,"1,079",Active,"Jun 13, 2002"
Canoe Paddle Kölsch,Jacob Leinenkugel Brewing Company,"Wisconsin, United States",KölschRanked #250,Kölsch,Ranked #250, 5%,"74Ranked #27,926",74,"Ranked #27,926",3.22 | pDev: 17.7%,3.22,17.7%,151,991,Active,"Jan 17, 2013"
Fancy Lawnmower,Saint Arnold Brewing Company,"Texas, United States",KölschRanked #202,Kölsch,Ranked #202, 4.9%,"81Ranked #25,855",81,"Ranked #25,855",3.58 | pDev: 14.8%,3.58,14.8%,294,985,Active,"Sep 21, 2001"
Kölsch,Alaskan Brewing Co.,"Alaska, United States",KölschRanked #197,Kölsch,Ranked #197, 5.3%,"81Ranked #25,731",81,"Ranked #25,731",3.59 | pDev: 11.7%,3.59,11.7%,324,884,Active,"Jun 01, 2002"
Samuel Adams East-West Kölsch,Boston Beer Company (Samuel Adams),"Massachusetts, United States",Kölsch,Kölsch,Na, 5.01%,82,82,Na,3.63 | pDev: 14.6%,3.63,14.6%,312,848,Active,"Mar 10, 2011"
Kölsch,The Schlafly Tap Room,"Missouri, United States",KölschRanked #157,Kölsch,Ranked #157, 4.8%,"83Ranked #24,243",83,"Ranked #24,243",3.67 | pDev: 11.72%,3.67,11.72%,251,815,Active,"Jul 09, 2002"
Samuel Adams Escape Route,Boston Beer Company (Samuel Adams),"Massachusetts, United States",Kölsch,Kölsch,Na, 5%,78,78,Na,3.43 | pDev: 12.24%,3.43,12.24%,150,756,Active,"Jan 02, 2014"
Full Circle,New Holland Brewing Company,"Michigan, United States",KölschRanked #196,Kölsch,Ranked #196, 4.9%,"81Ranked #25,716",81,"Ranked #25,716",3.59 | pDev: 13.65%,3.59,13.65%,311,737,Active,"Nov 11, 2002"
Früh Kölsch,Brauerei Früh am Dom,Germany,KölschRanked #56,Kölsch,Ranked #56, 4.8%,"86Ranked #18,553",86,"Ranked #18,553",3.84 | pDev: 12.5%,3.84,12.5%,194,599,Active,"Oct 01, 2002"
Rogue Farms Honey Kolsch,Rogue Ales,"Oregon, United States",KölschRanked #139,Kölsch,Ranked #139, 5%,"84Ranked #23,474",84,"Ranked #23,474",3.7 | pDev: 12.7%,3.7,12.7%,119,505,Active,"Jul 06, 2013"
Sünner Kölsch,Gebr. Sünner GmbH & Co. KG,Germany,KölschRanked #80,Kölsch,Ranked #80, 4.8%,"85Ranked #20,989",85,"Ranked #20,989",3.78 | pDev: 11.38%,3.78,11.38%,228,491,Active,"Nov 13, 2003"
Mangö,Clown Shoes,"Massachusetts, United States",KölschRanked #39,Kölsch,Ranked #39, 5.5%,"87Ranked #16,718",87,"Ranked #16,718",3.88 | pDev: 9.02%,3.88,9.02%,114,477,Active,"Feb 13, 2015"
Clearwater Kölsch,Captain Lawrence Brewing Co.,"New York, United States",KölschRanked #72,Kölsch,Ranked #72, 4.8%,"86Ranked #20,211",86,"Ranked #20,211",3.8 | pDev: 10.53%,3.8,10.53%,116,460,Active,"Mar 14, 2010"
Curve Ball Blonde Ale,"Pyramid Breweries, Inc.","Oregon, United States",Kölsch,Kölsch,Na, 5%,75,75,Na,3.25 | pDev: 14.77%,3.25,14.77%,223,409,Active,"Jul 17, 2008"
Saranac Kölsch,Matt Brewing Company / Saranac Brewery,"New York, United States",Kölsch,Kölsch,Na, 5%,74,74,Na,3.22 | pDev: 13.98%,3.22,13.98%,193,404,Active,"Apr 14, 2005"
Kölsch,Sierra Nevada Brewing Co.,"California, United States",Kölsch,Kölsch,Na, 5%,87,87,Na,3.85 | pDev: 9.09%,3.85,9.09%,95,386,Active,"Nov 09, 2006"
32°/50° Kölsch,COAST Brewing Company,"South Carolina, United States",KölschRanked #6,Kölsch,Ranked #6, 4.8%,"91Ranked #6,783",91,"Ranked #6,783",4.09 | pDev: 10.27%,4.09,10.27%,143,381,Active,"Oct 21, 2007"
Love Street Blonde,Karbach Brewing Co.,"Texas, United States",KölschRanked #233,Kölsch,Ranked #233, 4.9%,"79Ranked #26,849",79,"Ranked #26,849",3.47 | pDev: 14.7%,3.47,14.7%,62,372,Active,"May 16, 2013"
Endless River,Mother Earth Brewing,"North Carolina, United States",KölschRanked #26,Kölsch,Ranked #26, 4.9%,"88Ranked #14,236",88,"Ranked #14,236",3.93 | pDev: 11.7%,3.93,11.7%,109,364,Active,"Nov 08, 2009"
Karnival Kolsch,Stoudts Brewing Co.,"Pennsylvania, United States",KölschRanked #81,Kölsch,Ranked #81, 4.8%,"85Ranked #20,956",85,"Ranked #20,956",3.78 | pDev: 12.7%,3.78,12.7%,169,363,Active,"Feb 27, 2010"
Lug Tread Lagered Ale,Beau's All Natural Brewing Company,"Ontario, Canada",KölschRanked #122,Kölsch,Ranked #122, 5.2%,"84Ranked #22,886",84,"Ranked #22,886",3.72 | pDev: 13.71%,3.72,13.71%,104,339,Active,"Jan 16, 2007"
Kölsch,Lancaster Brewing Company,"Pennsylvania, United States",KölschRanked #183,Kölsch,Ranked #183, 5.5%,"82Ranked #25,127",82,"Ranked #25,127",3.62 | pDev: 11.88%,3.62,11.88%,85,295,Active,"Jun 15, 2010"
Geary's Summer Ale,D.L. Geary Brewing Company,"Maine, United States",KölschRanked #189,Kölsch,Ranked #189, 6%,"82Ranked #25,305",82,"Ranked #25,305",3.61 | pDev: 14.13%,3.61,14.13%,176,290,Active,"Aug 10, 2001"
Spectra Trifecta,Founders Brewing Company,"Michigan, United States",Kölsch,Kölsch,Na, 5.9%,82,82,Na,3.63 | pDev: 13.22%,3.63,13.22%,67,283,Active,"Jul 20, 2015"
Big Sprang,Trillium Brewing Company,"Massachusetts, United States",KölschRanked #1,Kölsch,Ranked #1, 7.5%,"94Ranked #2,548",94,"Ranked #2,548",4.23 | pDev: 8.04%,4.23,8.04%,46,265,Active,"Oct 22, 2014"
Sprang,Trillium Brewing Company,"Massachusetts, United States",KölschRanked #2,Kölsch,Ranked #2, 4.9%,"94Ranked #2,564",94,"Ranked #2,564",4.23 | pDev: 8.04%,4.23,8.04%,47,253,Active,"May 08, 2014"
Dundee Kolsch Style Ale,Genesee Brewing Co. / Dundee Brewing Co.,"New York, United States",Kölsch,Kölsch,Na, 5.1%,79,79,Na,3.46 | pDev: 13.87%,3.46,13.87%,106,246,Active,"Mar 23, 2010"
Kölsch 151,Blue Mountain Brewery,"Virginia, United States",KölschRanked #188,Kölsch,Ranked #188, 5%,"82Ranked #25,271",82,"Ranked #25,271",3.61 | pDev: 10.8%,3.61,10.8%,62,243,Active,"Jun 02, 2008"
American Kölsch,Boulevard Brewing Co.,"Missouri, United States",KölschRanked #95,Kölsch,Ranked #95, 4.6%,"85Ranked #21,282",85,"Ranked #21,282",3.77 | pDev: 9.02%,3.77,9.02%,59,209,Active,"Sep 18, 2015"
Shiner Kölsch,Spoetzl Brewery,"Texas, United States",KölschRanked #237,Kölsch,Ranked #237, 4.9%,"79Ranked #26,940",79,"Ranked #26,940",3.45 | pDev: 13.33%,3.45,13.33%,82,206,Active,"Apr 28, 2002"
HooDoo,Uinta Brewing Company,"Utah, United States",KölschRanked #230,Kölsch,Ranked #230, 5%,"79Ranked #26,779",79,"Ranked #26,779",3.47 | pDev: 14.12%,3.47,14.12%,48,199,Active,"Oct 23, 2011"
Gateway Kolsch,French Broad River Brewing,"North Carolina, United States",KölschRanked #167,Kölsch,Ranked #167, 5.3%,"83Ranked #24,494",83,"Ranked #24,494",3.65 | pDev: 11.23%,3.65,11.23%,62,195,Active,"Feb 23, 2009"
Lift,MadTree Brewing,"Ohio, United States",Kölsch,Kölsch,Na, 4.7%,84,84,Na,3.7 | pDev: 10.54%,3.7,10.54%,33,188,Active,"Mar 09, 2014"
Kölsch Style,von Trapp Brewing,"Vermont, United States",KölschRanked #24,Kölsch,Ranked #24, 5%,"88Ranked #13,785",88,"Ranked #13,785",3.94 | pDev: 9.14%,3.94,9.14%,71,181,Active,"Jun 10, 2017"
Lawn Seat,Great Lakes Brewing Co.,"Ohio, United States",Kölsch,Kölsch,Na, 4.8%,84,84,Na,3.72 | pDev: 9.95%,3.72,9.95%,43,172,Active,"Dec 09, 2014"
Goody Two Shoes,Exhibit 'A' Brewing Company,"Massachusetts, United States",KölschRanked #10,Kölsch,Ranked #10, 4.5%,"90Ranked #8,750",90,"Ranked #8,750",4.05 | pDev: 9.38%,4.05,9.38%,59,171,Active,"Jun 28, 2016"
Gold Spike Ale,Berkshire Brewing Company,"Massachusetts, United States",KölschRanked #138,Kölsch,Ranked #138, 4.2%,"84Ranked #23,313",84,"Ranked #23,313",3.7 | pDev: 10.27%,3.7,10.27%,81,169,Active,"Jun 27, 2003"
Sky Blue,Carolina Brewery,"North Carolina, United States",KölschRanked #246,Kölsch,Ranked #246, 5%,"76Ranked #27,682",76,"Ranked #27,682",3.29 | pDev: 17.63%,3.29,17.63%,42,166,Active,"May 05, 2003"
Josephs Brau Summer Brew,Trader Joe's Brewing Company,"California, United States",KölschRanked #252,Kölsch,Ranked #252, 4.8%,"73Ranked #28,041",73,"Ranked #28,041",3.14 | pDev: 15.29%,3.14,15.29%,76,166,Active,"Jun 13, 2009"
Kolsch,Rock Bottom Restaurant & Brewery,United States,KölschRanked #245,Kölsch,Ranked #245, 4.83%,"77Ranked #27,468",77,"Ranked #27,468",3.34 | pDev: 14.07%,3.34,14.07%,24,164,Active,"Jul 16, 2008"
Tart Peach Kölsch,Ballast Point Brewing Company,"California, United States",Kölsch,Kölsch,Na, 5.2%,87,87,Na,3.86 | pDev: 8.29%,3.86,8.29%,42,163,Active,"Feb 17, 2017"
Kolsch 45,Short's Brewing Company,"Michigan, United States",Kölsch,Kölsch,Na, 6.5%,85,85,Na,3.79 | pDev: 12.14%,3.79,12.14%,33,162,Active,"Jun 03, 2011"
Angry Angel,Big Boss Brewing,"North Carolina, United States",Kölsch,Kölsch,Na, 4.5%,79,79,Na,3.47 | pDev: 15.27%,3.47,15.27%,69,160,Active,"Mar 07, 2007"
Chaser Pale Ale,Blackstone Brewing Company,"Tennessee, United States",KölschRanked #239,Kölsch,Ranked #239, 5.2%,"78Ranked #27,127",78,"Ranked #27,127",3.41 | pDev: 13.49%,3.41,13.49%,38,155,Active,"Nov 09, 2001"
Sunbru,Four Peaks Brewing Company - 8th Street Brewery,"Arizona, United States",KölschRanked #221,Kölsch,Ranked #221, 5.2%,"80Ranked #26,521",80,"Ranked #26,521",3.5 | pDev: 13.43%,3.5,13.43%,46,154,Active,"Jun 17, 2005"
Colorado Kolsch,Steamworks Brewing Co.,"Colorado, United States",KölschRanked #227,Kölsch,Ranked #227, 4.86%,"80Ranked #26,648",80,"Ranked #26,648",3.48 | pDev: 14.94%,3.48,14.94%,70,147,Active,"May 21, 2005"
Kölsch,Brauhaus Sion,Germany,KölschRanked #178,Kölsch,Ranked #178, 5%,"82Ranked #24,785",82,"Ranked #24,785",3.63 | pDev: 15.98%,3.63,15.98%,54,146,Active,"Nov 08, 2003"
Ottekolong,Freigeist Bierkultur,Germany,KölschRanked #46,Kölsch,Ranked #46, 4.8%,"87Ranked #17,111",87,"Ranked #17,111",3.87 | pDev: 9.04%,3.87,9.04%,51,137,Active,"Jul 25, 2012"
Kentucky Kölsch Style Ale,Alltech's Lexington Brewing and Distilling Co.,"Kentucky, United States",Kölsch,Kölsch,Na, 4.72%,75,75,Na,3.24 | pDev: 16.36%,3.24,16.36%,21,135,Active,"Aug 10, 2013"
Kölsch,Franconia Brewing Company,"Texas, United States",Kölsch,Kölsch,Na, 4.8%,80,80,Na,3.5 | pDev: 16%,3.5,16%,20,135,Active,"Jun 21, 2009"
Kmita Kolsch,Dark Horse Brewing Company,"Michigan, United States",Kölsch,Kölsch,Na, 5.5%,78,78,Na,3.39 | pDev: 16.81%,3.39,16.81%,43,130,Active,"Oct 06, 2011"
Handline,Devil's Purse Brewing Co.,"Massachusetts, United States",KölschRanked #50,Kölsch,Ranked #50, 5%,"87Ranked #17,520",87,"Ranked #17,520",3.86 | pDev: 10.1%,3.86,10.1%,32,125,Active,"May 09, 2015"
SommerBrau,Gordon Biersch Brewery Restaurant,United States,Kölsch,Kölsch,Na, 4.6%,78,78,Na,3.4 | pDev: 12.65%,3.4,12.65%,43,124,Active,"May 28, 2009"
Daydreamer,Ithaca Beer Company,"New York, United States",Kölsch,Kölsch,Na, 7%,82,82,Na,3.6 | pDev: 11.67%,3.6,11.67%,34,123,Active,"Jan 24, 2015"
8 Second,Elevation Beer Co.,"Colorado, United States",KölschRanked #78,Kölsch,Ranked #78, 4.5%,"85Ranked #20,398",85,"Ranked #20,398",3.79 | pDev: 9.23%,3.79,9.23%,30,122,Active,"Feb 09, 2013"
Kölsch,Double Mountain Brewery & Taproom,"Oregon, United States",KölschRanked #102,Kölsch,Ranked #102, 5.2%,"85Ranked #21,483",85,"Ranked #21,483",3.76 | pDev: 9.57%,3.76,9.57%,36,121,Active,"Jul 30, 2007"
Jon Boat,Intuition Ale Works,"Florida, United States",Kölsch,Kölsch,Na, 4.5%,78,78,Na,3.37 | pDev: 14.54%,3.37,14.54%,20,119,Active,"Nov 23, 2011"
KSA,Fort Point Beer Company,"California, United States",KölschRanked #86,Kölsch,Ranked #86, 4.6%,"85Ranked #20,766",85,"Ranked #20,766",3.78 | pDev: 12.7%,3.78,12.7%,31,112,Active,"Apr 25, 2014"
Koffee Kölsch,Huss Brewing Co,"Arizona, United States",KölschRanked #3,Kölsch,Ranked #3, 4.7%,"94Ranked #2,474",94,"Ranked #2,474",4.25 | pDev: 9.41%,4.25,9.41%,32,111,Active,"Sep 11, 2015"
Sand Island Lighthouse,Straight To Ale,"Alabama, United States",Kölsch,Kölsch,Na, 5.1%,79,79,Na,3.44 | pDev: 15.41%,3.44,15.41%,21,109,Active,"Jul 17, 2011"
Kid Kölsch,New Glarus Brewing Company,"Wisconsin, United States",KölschRanked #11,Kölsch,Ranked #11, 5.5%,"90Ranked #8,530",90,"Ranked #8,530",4.06 | pDev: 5.67%,4.06,5.67%,30,108,Active,"Jul 20, 2019"
Wheat State Golden,Free State Brewing Co.,"Kansas, United States",Kölsch,Kölsch,Na, 5.1%,81,81,Na,3.52 | pDev: 13.64%,3.52,13.64%,29,108,Active,"Oct 13, 2002"
Wünderbier Kölsch-Style Ale,Ninkasi Brewing Company,"Oregon, United States",Kölsch,Kölsch,Na, 4.4%,83,83,Na,3.63 | pDev: 13.77%,3.63,13.77%,21,107,Active,"May 20, 2014"
Kölsch,White Street Brewing Co.,"North Carolina, United States",KölschRanked #195,Kölsch,Ranked #195, 5.2%,"82Ranked #25,483",82,"Ranked #25,483",3.58 | pDev: 12.57%,3.58,12.57%,18,103,Active,"Jun 07, 2013"
Cali Cöast,Calicraft Brewing Co.,"California, United States",KölschRanked #165,Kölsch,Ranked #165, 5.2%,"83Ranked #24,255",83,"Ranked #24,255",3.65 | pDev: 12.05%,3.65,12.05%,29,100,Active,"Jul 10, 2012"
Kühl Kölsch,Victory Brewing Company - Downingtown,"Pennsylvania, United States",Kölsch,Kölsch,Na, 4.9%,85,85,Na,3.79 | pDev: 10.03%,3.79,10.03%,17,98,Active,"Mar 02, 2015"
Outlier,Tree House Brewing Company,"Massachusetts, United States",KölschRanked #14,Kölsch,Ranked #14, 4.3%,"90Ranked #10,320",90,"Ranked #10,320",4.02 | pDev: 7.71%,4.02,7.71%,26,96,Active,"Feb 24, 2020"
Billows,Burial Beer Co.,"North Carolina, United States",KölschRanked #31,Kölsch,Ranked #31, 4.9%,"88Ranked #14,417",88,"Ranked #14,417",3.93 | pDev: 8.91%,3.93,8.91%,24,93,Active,"May 23, 2016"
Boogie Board Stuntz,Other Half Brewing Company,"New York, United States",Kölsch,Kölsch,Na, 4.7%,88,88,Na,3.92 | pDev: 7.14%,3.92,7.14%,8,92,Active,"May 21, 2015"
Der Chancellor,Tequesta Brewing Company,"Florida, United States",KölschRanked #144,Kölsch,Ranked #144, 5.3%,"84Ranked #23,324",84,"Ranked #23,324",3.69 | pDev: 13.28%,3.69,13.28%,19,89,Active,"Mar 05, 2011"
Lü,Solemn Oath Brewery,"Illinois, United States",KölschRanked #96,Kölsch,Ranked #96, 4.7%,"85Ranked #20,983",85,"Ranked #20,983",3.77 | pDev: 10.08%,3.77,10.08%,30,89,Active,"Sep 11, 2016"
Brewhouse Blonde,BJ's Restaurant & Brewhouse,"Arizona, United States",KölschRanked #251,Kölsch,Ranked #251, 4.7%,"74Ranked #27,957",74,"Ranked #27,957",3.14 | pDev: 19.43%,3.14,19.43%,22,88,Active,"Sep 29, 2004"
Kölsch,Brewer's Alley Restaurant & Brewery,"Maryland, United States",KölschRanked #213,Kölsch,Ranked #213, 5%,"81Ranked #26,050",81,"Ranked #26,050",3.53 | pDev: 10.2%,3.53,10.2%,35,87,Active,"Oct 31, 2003"
Golden Arm,Piece Brewery & Pizzeria,"Illinois, United States",KölschRanked #219,Kölsch,Ranked #219, 5%,"80Ranked #26,351",80,"Ranked #26,351",3.5 | pDev: 12.29%,3.5,12.29%,22,87,Active,"Nov 09, 2002"
Analogue 78 Kolsch,Phillips Brewing & Malting Co.,"British Columbia, Canada",Kölsch,Kölsch,Na, 5%,81,81,Na,3.53 | pDev: 11.05%,3.53,11.05%,15,85,Active,"Jul 22, 2012"
Mühlen Kölsch,Brauerei zur Malzmühle,Germany,KölschRanked #8,Kölsch,Ranked #8, 4.8%,"91Ranked #7,064",91,"Ranked #7,064",4.1 | pDev: 13.66%,4.1,13.66%,31,85,Active,"Nov 05, 2003"
Kölsch,Prost Brewing Co. - Denver,"Colorado, United States",KölschRanked #87,Kölsch,Ranked #87, 4.6%,"85Ranked #20,641",85,"Ranked #20,641",3.78 | pDev: 8.73%,3.78,8.73%,19,85,Active,"Jul 06, 2013"
Kölsch,Occidental Brewing Co.,"Oregon, United States",KölschRanked #152,Kölsch,Ranked #152, 4.5%,"84Ranked #23,504",84,"Ranked #23,504",3.68 | pDev: 13.59%,3.68,13.59%,27,84,Active,"Aug 14, 2011"
Kalifornia Kölsch,Magnolia Pub & Brewery,"California, United States",KölschRanked #143,Kölsch,Ranked #143, 4.8%,"84Ranked #23,271",84,"Ranked #23,271",3.69 | pDev: 11.92%,3.69,11.92%,29,84,Active,"May 20, 2004"
Claritas,Mike Hess Brewing - Miramar,"California, United States",KölschRanked #151,Kölsch,Ranked #151, 5.25%,"84Ranked #23,503",84,"Ranked #23,503",3.68 | pDev: 10.05%,3.68,10.05%,11,84,Active,"Jan 03, 2011"
Strawberry Sky,Breckenridge Brewery,"Colorado, United States",KölschRanked #156,Kölsch,Ranked #156, 4.8%,"83Ranked #23,741",83,"Ranked #23,741",3.67 | pDev: 11.17%,3.67,11.17%,28,83,Active,"Jul 11, 2019"
Kölsch-Style Beer,Round Barn Brewery,"Michigan, United States",KölschRanked #194,Kölsch,Ranked #194, 5.2%,"82Ranked #25,403",82,"Ranked #25,403",3.58 | pDev: 12.01%,3.58,12.01%,17,83,Active,"Sep 24, 2008"
Golden Opportunity,Peticolas Brewing Company,"Texas, United States",KölschRanked #150,Kölsch,Ranked #150, 4.6%,"84Ranked #23,495",84,"Ranked #23,495",3.68 | pDev: 12.5%,3.68,12.5%,8,83,Active,"Jul 04, 2012"
Kölsch,Chuckanut Brewery,"Washington, United States",KölschRanked #22,Kölsch,Ranked #22, 5%,"89Ranked #13,026",89,"Ranked #13,026",3.96 | pDev: 10.35%,3.96,10.35%,36,82,Active,"Jul 29, 2009"
Genesee Ruby Red Kolsch,Genesee Brewing Co. / Dundee Brewing Co.,"New York, United States",KölschRanked #88,Kölsch,Ranked #88, 4.5%,"85Ranked #20,616",85,"Ranked #20,616",3.78 | pDev: 13.76%,3.78,13.76%,39,82,Active,"Dec 17, 2017"
Ölsch,Outer Banks Brewing Station,"North Carolina, United States",Kölsch,Kölsch,Na, 5.7%,82,82,Na,3.62 | pDev: 11.6%,3.62,11.6%,28,82,Active,"Jul 19, 2002"
Poolside,JDub's Brewing Company,"Florida, United States",KölschRanked #226,Kölsch,Ranked #226, 4.5%,"80Ranked #26,579",80,"Ranked #26,579",3.47 | pDev: 12.1%,3.47,12.1%,19,81,Active,"Sep 11, 2014"
OBX Beer,Weeping Radish Eco Farm & Brewery,"North Carolina, United States",Kölsch,Kölsch,Na, 6%,77,77,Na,3.29 | pDev: 13.98%,3.29,13.98%,26,77,Active,"Jun 07, 2010"
Hop Sounds,SingleCut Beersmiths,"New York, United States",KölschRanked #23,Kölsch,Ranked #23, 5%,"89Ranked #13,032",89,"Ranked #13,032",3.96 | pDev: 7.58%,3.96,7.58%,22,77,Active,"May 15, 2019"
Kolsch,Altstadt Brewery,"Texas, United States",KölschRanked #89,Kölsch,Ranked #89, 4.8%,"85Ranked #20,563",85,"Ranked #20,563",3.78 | pDev: 10.05%,3.78,10.05%,27,77,Active,"May 23, 2017"
Majestic Mullet Krispy Kolsch,Parkway Brewing Co.,"Virginia, United States",KölschRanked #170,Kölsch,Ranked #170, 5.6%,"83Ranked #24,324",83,"Ranked #24,324",3.64 | pDev: 11.81%,3.64,11.81%,16,75,Active,"May 20, 2014"
Golden Trout Ale,Mammoth Brewing Company,"California, United States",KölschRanked #243,Kölsch,Ranked #243, 5.5%,"78Ranked #27,215",78,"Ranked #27,215",3.36 | pDev: 16.07%,3.36,16.07%,16,74,Active,"Mar 26, 2008"
The Boot,Abita Brewing Co.,"Louisiana, United States",KölschRanked #228,Kölsch,Ranked #228, 4.8%,"80Ranked #26,617",80,"Ranked #26,617",3.46 | pDev: 12.72%,3.46,12.72%,15,74,Active,"Oct 10, 2004"
4 Pines Kolsch,4 Pines Brewing Company,Australia,Kölsch,Kölsch,Na, 4.7%,80,80,Na,3.49 | pDev: 14.33%,3.49,14.33%,33,72,Active,"Aug 23, 2008"
Tybee Island Blonde,Coastal Empire Beer Co.,"Georgia, United States",KölschRanked #238,Kölsch,Ranked #238, 4.7%,"79Ranked #26,943",79,"Ranked #26,943",3.41 | pDev: 13.2%,3.41,13.2%,17,71,Active,"Dec 20, 2012"
Kolsch,Zipline Brewing Co,"Nebraska, United States",KölschRanked #132,Kölsch,Ranked #132, 5.4%,"84Ranked #22,685",84,"Ranked #22,685",3.71 | pDev: 10.78%,3.71,10.78%,21,71,Active,"Jun 28, 2014"
Big Creek Kolsch,Jekyll Brewing,"Georgia, United States",KölschRanked #149,Kölsch,Ranked #149, 5%,"84Ranked #23,406",84,"Ranked #23,406",3.68 | pDev: 13.59%,3.68,13.59%,13,70,Active,"Aug 25, 2013"
Hennepin,Brewery Ommegang,"New York, United States",SaisonRanked #203,Saison,Ranked #203, 7.7%,"92Ranked #4,299",92,"Ranked #4,299",4.15 | pDev: 10.84%,4.15,10.84%,"2,235","6,207",Active,"Dec 21, 2000"
Tank 7,Boulevard Brewing Co.,"Missouri, United States",SaisonRanked #175,Saison,Ranked #175, 8.5%,"93Ranked #3,692",93,"Ranked #3,692",4.17 | pDev: 10.31%,4.17,10.31%,"1,210","5,689",Active,"Jun 19, 2009"
Sofie,Goose Island Beer Co.,"Illinois, United States",SaisonRanked #282,Saison,Ranked #282, 6.5%,"91Ranked #6,571",91,"Ranked #6,571",4.09 | pDev: 10.02%,4.09,10.02%,"1,158","4,704",Active,"Mar 29, 2009"
Saison Dupont,Brasserie Dupont sprl,Belgium,SaisonRanked #159,Saison,Ranked #159, 6.5%,"93Ranked #3,162",93,"Ranked #3,162",4.19 | pDev: 10.26%,4.19,10.26%,"1,758","4,597",Active,"Feb 26, 2002"
Spotted Cow,New Glarus Brewing Company,"Wisconsin, United States",SaisonRanked #637,Saison,Ranked #637, 4.8%,"85Ranked #21,831",85,"Ranked #21,831",3.76 | pDev: 13.3%,3.76,13.3%,942,"4,038",Active,"Feb 02, 2002"
Sorachi Ace,Brooklyn Brewery,"New York, United States",SaisonRanked #294,Saison,Ranked #294, 7.2%,"91Ranked #7,028",91,"Ranked #7,028",4.08 | pDev: 11.03%,4.08,11.03%,757,"2,978",Active,"Jul 29, 2009"
Arthur,Hill Farmstead Brewery,"Vermont, United States",SaisonRanked #50,Saison,Ranked #50, 6%,97Ranked #733,97,Ranked #733,4.36 | pDev: 7.57%,4.36,7.57%,320,"2,161",Active,"Oct 03, 2010"
Fantôme Saison,Brasserie Fantôme,Belgium,SaisonRanked #94,Saison,Ranked #94, 8%,"95Ranked #1,800",95,"Ranked #1,800",4.26 | pDev: 12.91%,4.26,12.91%,860,"2,069",Active,"Jul 24, 2002"
Anna,Hill Farmstead Brewery,"Vermont, United States",SaisonRanked #53,Saison,Ranked #53, 6.4%,96Ranked #810,96,Ranked #810,4.35 | pDev: 7.59%,4.35,7.59%,284,"1,823",Active,"Dec 31, 2010"
